epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,212.613,0.78893,1.83308,0.97218,1,0.59766,0.9568,0.73605,0.68055,2.10183,0.86998,0.0006,0.0006,0.0006
